"Parcel.number","Taxpayer.name","Parcel.address","Jurisdiction","Zip.code","Appraised.value","Assessor.s.report","SaleReason","SaleInstrument","PropertyClass","PrincipalUse","PropertyType","ExciseTaxNbr","Major","Minor","DocumentDate","SalePrice","RecordingNbr","Volume","Page","PlatNbr","PlatType","PlatLot","PlatBlock","SellerName","BuyerName","AFForestLand","AFCurrentUseLand","AFNonProfitUse","AFHistoricProperty","SaleWarning","PropertyTypeDecode","PrincipalUseDecode","PropertyClassDecode","SaleInstrumentDecode","SaleReasonDecode"
"5391600300","KING PROPERTIES LLC","805 S KING ST","SEATTLE","98104",3831400,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5391600310","LOUIE HENRY","S KING ST","SEATTLE","98104",5564000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6054550000",NA,"657 S WELLER ST",NA,"98104",NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6599950000",NA,"321 10TH AVE S",NA,"98104",NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6600770000",NA,"900 S JACKSON ST",NA,"98104",NA,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7134300005","SEATTLE GOODWILL IND","1400 S LANE ST","SEATTLE","98144",32143800,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7134300080","SEATTLE GOODWILL IND","#Error","SEATTLE",NA,14091400,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7134300165","SEATTLE GOODWILL IND","#Error","SEATTLE",NA,1101300,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7134300170","SEATTLE GOODWILL IND","#Error","SEATTLE",NA,1345500,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7666202650","UWAJIMAYA REAL PROPERTIES L","#Error","SEATTLE",NA,3180900,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7666202657","UWAJIMAYA REAL PROPERTIES L","#Error","SEATTLE",NA,4976600,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7666202665","UWAJIMAYA REAL PROPERT LLC","S DEARBORN ST","SEATTLE","98104",5052900,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100005","HOUR SHU DONG+MON LING MONA","1001 S JACKSON ST","SEATTLE","98104",2363500,"Report",1,3,2,11,3,2466124,"817010","0005",2010-11-08,825000,20101109001813,NA,NA,NA," ","              ","       ","HIBBARD WALLACE M -TRUST+KNIGHT FRANCES J         ","HOUR SHU-DONG+MON-LING HOUR                       ","N","N","N","N","8 45","Land With Prev Used Bldg","Commercial/Industrial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"8170100005","HOUR SHU DONG+MON LING MONA","1001 S JACKSON ST","SEATTLE","98104",2363500,"Report",5,3,2,7,3,2544349,"817010","0005",2012-03-23,0,20120521000101,NA,NA,NA," ","              ","       ","HOUR SHU-DONG+HOUR MON-LING                       ","HOUR SHU-DONG+HOUR MON LING MONA                  ","N","N","N","N","31 45 51","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Trust"
"8170100010","HOUR SHU DONG+MON LING MONA","S JACKSON ST","SEATTLE","98104",1102500,"Report",5,3,2,7,3,2544349,"817010","0010",2012-03-23,0,20120521000101,NA,NA,NA," ","              ","       ","HOUR SHU-DONG+HOUR MON-LING                       ","HOUR SHU-DONG+HOUR MON LING MONA                  ","N","N","N","N","31 45 51","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Trust"
"8170100010","HOUR SHU DONG+MON LING MONA","S JACKSON ST","SEATTLE","98104",1102500,"Report",1,3,2,11,3,2466124,"817010","0010",2010-11-08,825000,20101109001813,NA,NA,NA," ","              ","       ","HIBBARD WALLACE M -TRUST+KNIGHT FRANCES J         ","HOUR SHU-DONG+MON-LING HOUR                       ","N","N","N","N","8 45","Land With Prev Used Bldg","Commercial/Industrial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"8170100015","COHO REAL ESTATE","1011 S JACKSON ST","SEATTLE","98104",1732500,"Report",1,26,1,7,1,2978983,"817010","0015",2019-03-20,53600,20190325000721,NA,NA,NA," ","              ","       ","JACKSON STREET DEVELOPMENT LLC                    ","1029 SOUTH JACKSON STREET APARTMENTS INVESTORS LLC","N","N","N","N","24 45","Land Only","Commercial","C/I land only","Other - See Affidavit","None"
"8170100020","COHO REAL ESTATE","1019 S JACKSON ST","SEATTLE","98104",932600,"Report",1,26,1,7,1,2978983,"817010","0020",2019-03-20,53600,20190325000721,NA,NA,NA," ","              ","       ","JACKSON STREET DEVELOPMENT LLC                    ","1029 SOUTH JACKSON STREET APARTMENTS INVESTORS LLC","N","N","N","N","24 45","Land Only","Commercial","C/I land only","Other - See Affidavit","None"
"8170100025","1029 SOUTH JACKSON ST APT I","#Error","SEATTLE",NA,1543500,"Report",18,3,2,7,3,2960674,"817010","0025",2018-11-05,11320000,20181105000529,NA,NA,NA," ","              ","       ","KING STREET LLC                                   ","1029 SOUTH JACKSON STREET APARTMENTS INVESTORS LLC","N","N","N","N","45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"8170100030","1029 SOUTH JACKSON ST APT I","S JACKSON ST","SEATTLE","98104",661500,"Report",18,3,2,7,3,2960674,"817010","0030",2018-11-05,11320000,20181105000529,NA,NA,NA," ","              ","       ","KING STREET LLC                                   ","1029 SOUTH JACKSON STREET APARTMENTS INVESTORS LLC","N","N","N","N","45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"8170100035","1029 SOUTH JACKSON ST APT I","1029 S JACKSON ST","SEATTLE","98104",91947500,"Report",18,3,2,7,3,2960674,"817010","0035",2018-11-05,11320000,20181105000529,NA,NA,NA," ","              ","       ","KING STREET LLC                                   ","1029 SOUTH JACKSON STREET APARTMENTS INVESTORS LLC","N","N","N","N","45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"8170100040","1029 SOUTH JACKSON ST APT I","S JACKSON ST","SEATTLE","98104",1102500,"Report",18,3,2,7,3,2960674,"817010","0040",2018-11-05,11320000,20181105000529,NA,NA,NA," ","              ","       ","KING STREET LLC                                   ","1029 SOUTH JACKSON STREET APARTMENTS INVESTORS LLC","N","N","N","N","45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"8170100045","ASIAN PACIFIC PROPERTIES LL","1043 S JACKSON ST","SEATTLE","98104",3002100,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100060","LOO MAXINE & SHELDON & WILB","12TH AVE S","SEATTLE","98104",2016000,"Report",18,27,1,7,91,3123384,"817010","0060",2021-04-28,0,20210607000443,NA,NA,NA," ","              ","       ","LOW LONI                                          ","LOO MAXINE+SHELDON+ET AL                          ","N","N","N","N","12 31 51","Undeveloped Land (Land Only)","Commercial","C/I land only","Deed","Other"
"8170100060","LOO MAXINE & SHELDON & WILB","12TH AVE S","SEATTLE","98104",2016000,"Report",5,2,1,7,1,2584027,"817010","0060",2012-12-27,0,NA,NA,NA,NA," ","              ","       ","LOO MAXINE                                        ","LOO MAXINE-LIVING TRUST                           ","N","N","N","N","31","Land Only","Commercial","C/I land only","Warranty Deed","Trust"
"8170100060","LOO MAXINE & SHELDON & WILB","12TH AVE S","SEATTLE","98104",2016000,"Report",5,18,1,7,1,2562460,"817010","0060",2012-08-30,0,20120904001061,NA,NA,NA," ","              ","       ","LOO MAXINE                                        ","LOO MAXINE+SHELDON ET AL                          ","N","N","N","N","31 51","Land Only","Commercial","C/I land only","Trustees' Deed","Trust"
"8170100070","668 INVESTMENT LLC","S KING ST","SEATTLE","98104",1260000,"Report",1,15,1,7,1,2735308,"817010","0070",2015-06-08,0,20150608001195,NA,NA,NA," ","              ","       ","CHONG MAN+KIM P CHAN                              ","668 INVESTMENT LLC                                ","N","N","N","N","18 31 51","Land Only","Commercial","C/I land only","Quit Claim Deed","None"
"8170100075","1029 SOUTH JACKSON ST APT I","#Error","SEATTLE",NA,2520000,"Report",18,3,2,7,3,2960674,"817010","0075",2018-11-05,11320000,20181105000529,NA,NA,NA," ","              ","       ","KING STREET LLC                                   ","1029 SOUTH JACKSON STREET APARTMENTS INVESTORS LLC","N","N","N","N","45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"8170100085","1029 SOUTH JACKSON ST APT I","#Error","SEATTLE",NA,1890000,"Report",18,3,2,7,3,2960674,"817010","0085",2018-11-05,11320000,20181105000529,NA,NA,NA," ","              ","       ","KING STREET LLC                                   ","1029 SOUTH JACKSON STREET APARTMENTS INVESTORS LLC","N","N","N","N","45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"8170100090","1029 SOUTH JACKSON ST APT I","#Error","SEATTLE",NA,1890000,"Report",18,3,2,7,3,2960674,"817010","0090",2018-11-05,11320000,20181105000529,NA,NA,NA," ","              ","       ","KING STREET LLC                                   ","1029 SOUTH JACKSON STREET APARTMENTS INVESTORS LLC","N","N","N","N","45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"8170100100","COHO REAL ESTATE","S KING ST","SEATTLE","98104",1260000,"Report",1,26,1,7,1,2978983,"817010","0100",2019-03-20,53600,20190325000721,NA,NA,NA," ","              ","       ","JACKSON STREET DEVELOPMENT LLC                    ","1029 SOUTH JACKSON STREET APARTMENTS INVESTORS LLC","N","N","N","N","24 45","Land Only","Commercial","C/I land only","Other - See Affidavit","None"
"8170100106","TRAN DUC THAN & KY HUYNH","424 10TH AVE S","SEATTLE","98104",1261000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100115","KUO SU HSIAN","1201 S JACKSON ST","SEATTLE","98144",1173600,"Report",8,15,2,7,3,3198858,"817010","0115",2022-02-14,0,20220706000470,NA,NA,NA," ","              ","       ","KUO WU HSIUNG                                     ","KUO SU HSIAN                                      ","N","N","N","N","12 18 31 45 51","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Estate Settlement"
"8170100120","ASIAN PACIFIC PROPERTIES L.","1207 S JACKSON ST","SEATTLE","98144",3936400,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100125","ASIAN PACIFIC PROPERTIES L.","S JACKSON ST","SEATTLE","98144",2376700,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100135","ASIAN PACIFIC PROPERTIES L.","S JACKSON ST","SEATTLE","98144",1197800,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100140","SEATTLE CITY OF DPR","1227 S JACKSON ST","SEATTLE","98144",NA,"Report",18,4,1,7,1,2640156,"817010","0140",2013-11-07,1250000,20131108001181,NA,NA,NA," ","              ","       ","BUTTNICK META R -REVOCABLE TRUST                  ","SEATTLE CITY OF                                   ","N","N","N","N","16 31 45","Land Only","Commercial","C/I land only","Special Warranty Deed","Other"
"8170100145","LEONG SOO KAY","1231 S JACKSON ST","SEATTLE","98144",1211400,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100150","DANG QUOC","1237 S JACKSON ST","SEATTLE","98144",2174900,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100160","DO PROPERTY LLC","S KING ST","SEATTLE","98144",481500,"Report",18,15,1,11,1,2431677,"817010","0160",2010-03-09,0,20100309000412,NA,NA,NA," ","              ","       ","DO HUNG+DANG VANHUONG                             ","DO PROPERTY LLC                                   ","N","N","N","N","11 18 45","Land Only","Commercial/Industrial","C/I land only","Quit Claim Deed","Other"
"8170100161","DO PROPERTY LLC","S KING ST","SEATTLE","98144",504000,"Report",18,15,1,11,1,2431677,"817010","0161",2010-03-09,0,20100309000412,NA,NA,NA," ","              ","       ","DO HUNG+DANG VANHUONG                             ","DO PROPERTY LLC                                   ","N","N","N","N","11 18 45","Land Only","Commercial/Industrial","C/I land only","Quit Claim Deed","Other"
"8170100165","HISTORIC SEATTLE PRES & DEV","1234 S KING ST","SEATTLE","98144",3928000,"Report",18,4,2,11,3,2330633,"817010","0165",2008-01-29,0,20080130001853,NA,NA,NA," ","              ","       ","VICTORIAN ROW LIMITED PS                          ","HISTORIC SEATTLE PRESERVATION AND DEVELOPMENT AUTH","N","N","N","N","11 31","Land With Prev Used Bldg","Commercial/Industrial","C/I Improved property, no condo or mobile home","Special Warranty Deed","Other"
"8170100165","HISTORIC SEATTLE PRES & DEV","1234 S KING ST","SEATTLE","98144",3928000,"Report",16,4,2,7,3,2390189,"817010","0165",2008-01-29,0,20090513000646,NA,NA,NA," ","              ","       ","VICTORIAN ROW LIMITED PARTNERSHIP                 ","HISTORIC SEATTLE PRESERVATION AND DEVELOPMENT AUTH","N","N","N","N","20 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Special Warranty Deed","Correction (Refiling)"
"8170100175","SEATTLE CITY OF DPR","S KING ST","SEATTLE","98144",NA,"Report",18,4,1,7,1,2640156,"817010","0175",2013-11-07,1250000,20131108001181,NA,NA,NA," ","              ","       ","BUTTNICK META R -REVOCABLE TRUST                  ","SEATTLE CITY OF                                   ","N","N","N","N","16 31 45","Land Only","Commercial","C/I land only","Special Warranty Deed","Other"
"8170100180","NVC FOUNDATION","#Error","SEATTLE",NA,1260000,"Report",1,3,8,6,3,2416903,"817010","0180",2009-11-12,700000,20091112001189,NA,NA,NA," ","              ","       ","TRINH CAN NGOC+MONICA                             ","NVC FOUNDATION                                    ","N","N","N","N"," ","Land With Prev Used Bldg","Residential","Residential - Improved property","Statutory Warranty Deed","None"
"8170100185","NISEI VETERANS COMMITTEE","1212 S KING ST","SEATTLE","98144",2521000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100195","GUO SEATTLE INVESTMENTS LLC","412 12TH AVE S","SEATTLE","98144",4870900,"Report",18,2,2,7,11,3200648,"817010","0195",2022-07-08,0,20220718000117,NA,NA,NA," ","              ","       ","LAM TIN AN+NGUY MINH NHI                          ","GUO SEATTLE INVESTMENTS LLC                       ","N","N","N","N","11","Household, Single Family Units","Commercial","C/I Improved property, no condo or mobile home","Warranty Deed","Other"
"8170100205","KING PROPERTY HOLDINGS LLC","1005 S KING ST","SEATTLE","98104",2701000,"Report",1,3,2,7,3,2903766,"817010","0205",2017-11-30,3200000,20171130002091,NA,NA,NA," ","              ","       ","KIPPENHAN KURT A+MARY K                           ","KING PROPERTY HOLDINGS LLC                        ","N","N","N","N"," ","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"8170100215","ICDA LITTLE SAIGON LLC","1013 S KING ST","SEATTLE","98104",1350000,"Report",18,22,1,7,1,2870192,"817010","0215",2017-06-12,2800000,20170612000995,NA,NA,NA," ","              ","       ","KING STREET LLC                                   ","ICDA LITTLE SAIGON LLC                            ","N","N","N","N","45","Land Only","Commercial","C/I land only","Bargain And Sales Deed","Other"
"8170100220","ICDA LITTLE SAIGON LLC","1017 S KING ST","SEATTLE","98104",1350000,"Report",18,22,1,7,1,2870192,"817010","0220",2017-06-12,2800000,20170612000995,NA,NA,NA," ","              ","       ","KING STREET LLC                                   ","ICDA LITTLE SAIGON LLC                            ","N","N","N","N","45","Land Only","Commercial","C/I land only","Bargain And Sales Deed","Other"
"8170100225","PCSD SEATTLE FACILITIES","1025 S KING ST","SEATTLE","98104",12700400,"Report",1,3,2,7,3,2707266,"817010","0225",2014-12-10,4000000,20141223001553,NA,NA,NA," ","              ","       ","ROBERT CHINN FOUNDATION                           ","PCSD SEATTLE FACILITIES I LLC                     ","N","N","N","N","17","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"8170100240","HAU HAU INC","S KING ST","SEATTLE","98104",1350000,"Report",1,3,1,7,91,2929431,"817010","0240",2018-05-08,1350000,20180510001330,NA,NA,NA," ","              ","       ","KING STREET LLC                                   ","HAU HAU INC                                       ","N","N","N","N"," ","Undeveloped Land (Land Only)","Commercial","C/I land only","Statutory Warranty Deed","None"
"8170100245","THUAN HING LLC","1041 S KING ST","SEATTLE","98104",1510800,"Report",1,15,2,7,59,2946474,"817010","0245",2018-08-09,0,20180809000292,NA,NA,NA," ","              ","       ","LUC VU VAN                                        ","THUAN HING LLC                                    ","N","N","N","N"," ","Tenant Occupied, Commercial Properties","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","None"
"8170100250","HAU HAU INC","507 12TH AVE S","SEATTLE","98104",1081000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100251","HAU HAU INC","501 12TH AVE S","SEATTLE","98104",1081000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100260","MACPHERSON GREGORY MICHAEL","519 12TH AVE S","SEATTLE","98104",2161000,"Report",18,27,2,7,31,3111667,"817010","0260",2021-02-09,0,20210416000205,NA,NA,NA," ","              ","       ","MACPHERSON GREGORY MICHAEL+GORDON BRUCE           ","MACPHERSON GREGORY MICHAEL                        ","N","N","N","N","12 31 51","Leather And Leather Products","Commercial","C/I Improved property, no condo or mobile home","Deed","Other"
"8170100270","NICHIRIN BUDDHIST CHURCH","1042 S WELLER ST","SEATTLE","98104",2918400,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100295","FA-SHENG TEMPLE OF THE AMER","1000 S WELLER ST","SEATTLE","98104",5401000,"Report",18,15,2,7,3,2453000,"817010","0295",2010-07-18,0,20100804000580,NA,NA,NA," ","              ","       ","CHEN KUN LI                                       ","KLC GROUP LLC                                     ","N","N","N","N","11 18 31","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"8170100295","FA-SHENG TEMPLE OF THE AMER","1000 S WELLER ST","SEATTLE","98104",5401000,"Report",18,15,2,7,3,2882998,"817010","0295",2017-07-18,0,NA,NA,NA,NA," ","              ","       ","KLC GROUP LLC                                     ","FAN-SHENG TEMPLE OF THE AMERICAN SEATTLE BUDDHIST ","N","N","N","N","18 31 51 52","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"8170100315","LIU PAUL Y","504 12TH AVE S","SEATTLE","98144",1576000,"Report",18,15,2,7,54,3134019,"817010","0315",2021-07-01,0,20210722001494,NA,NA,NA," ","              ","       ","LIU PAUL Y                                        ","LIU PAUL Y+CHENG TYAN                             ","N","N","N","N","18 51","Retail Trade - Food","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
"8170100315","LIU PAUL Y","504 12TH AVE S","SEATTLE","98144",1576000,"Report",18,15,3,7,3,3060048,"817010","0315",2020-06-30,0,20200730000504,NA,NA,NA," ","              ","       ","LIU HUAN FU                                       ","LIU PAUL Y                                        ","N","N","N","N","18 31 51","Land With Prev Used Bldg","Commercial","C/I - Condominium","Quit Claim Deed","Other"
"8170100316","TERESA LOO","500 12TH AVE S","SEATTLE","98144",1372000,"Report",18,15,8,6,3,2993538,"817010","0316",2019-05-31,0,20190614000133,NA,NA,NA," ","              ","       ","LOO MAXINE-LT+TTEE+LOO JERRY                      ","SE KING LLC                                       ","N","N","N","N","11 12 18 31","Land With Prev Used Bldg","Residential","Residential - Improved property","Quit Claim Deed","Other"
"8170100316","TERESA LOO","500 12TH AVE S","SEATTLE","98144",1372000,"Report",8,18,8,6,3,2546809,"817010","0316",2012-05-29,0,20120604000394,NA,NA,NA," ","              ","       ","LOO NGUEY GOOEY LIVING TRUST                      ","LOO MAXINE+JERRY                                  ","N","N","N","N","12 31 51","Land With Prev Used Bldg","Residential","Residential - Improved property","Trustees' Deed","Estate Settlement"
"8170100316","TERESA LOO","500 12TH AVE S","SEATTLE","98144",1372000,"Report",5,2,8,6,3,2584028,"817010","0316",2012-12-27,0,20130109002073,NA,NA,NA," ","              ","       ","LOO MAXINE                                        ","LOO MAXINE-LIVING TRUST                           ","N","N","N","N","31 51","Land With Prev Used Bldg","Residential","Residential - Improved property","Warranty Deed","Trust"
"8170100325","MOORE BENJAMIN & DEBORA","1211 S KING ST","SEATTLE","98144",1351000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100330","KN HOLDING LLC","1221 S KING ST","SEATTLE","98144",4051000,"Report",1,3,2,7,3,2733869,"817010","0330",2015-05-27,4000000,20150601000728,NA,NA,NA," ","              ","       ","WILDROCK LLC                                      ","KN HOLDING LLC                                    ","N","N","N","N","45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"8170100345","KN HOLDING LLC","#Error","SEATTLE",NA,1350000,"Report",1,3,2,7,3,2733869,"817010","0345",2015-05-27,4000000,20150601000728,NA,NA,NA," ","              ","       ","WILDROCK LLC                                      ","KN HOLDING LLC                                    ","N","N","N","N","45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"8170100345","KN HOLDING LLC","#Error","SEATTLE",NA,1350000,"Report",1,3,2,7,3,2664421,"817010","0345",2014-04-17,900000,20140425001151,NA,NA,NA," ","              ","       ","LUC VU VAN+HUOI THI CHIEM                         ","WILDROCK LLC                                      ","N","N","N","N"," ","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"8170100350","KN HOLDING LLC","1239 S KING ST","SEATTLE","98144",4761500,"Report",18,3,2,7,3,2915591,"817010","0350",2018-02-20,8000000,20180220001552,NA,NA,NA," ","              ","       ","KOF ASSOCIATES LLC                                ","KN HOLDING LLC                                    ","N","N","N","N","15 44 45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"8170100370","KN HOLDING LLC","1232 S WELLER ST","SEATTLE","98144",1350000,"Report",18,3,2,7,3,2915591,"817010","0370",2018-02-20,8000000,20180220001552,NA,NA,NA," ","              ","       ","KOF ASSOCIATES LLC                                ","KN HOLDING LLC                                    ","N","N","N","N","15 44 45","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","Other"
"8170100380","KIM LING INVESTMENT COMPANY","1222 S WELLER ST","SEATTLE","98144",2701000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100385","DD MAR L L C","1214 S WELLER ST","SEATTLE","98144",2701000,"Report",1,3,2,11,3,2436489,"817010","0385",2010-04-14,1019000,20100414000212,NA,NA,NA," ","              ","       ","SAKAMOTO DENNIS M+NAOMI                           ","DD MAR L L C                                      ","N","N","N","N"," ","Land With Prev Used Bldg","Commercial/Industrial","C/I Improved property, no condo or mobile home","Statutory Warranty Deed","None"
"8170100395","MARPAC CONSTRUCTION LLC","S WELLER ST","SEATTLE","98144",1215000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100396","HUGO BOSS LLC","520 12TH AVE S","SEATTLE","98144",1486000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100405","FA-SHENG TMPL OF AMER-SEATT","1001 S WELLER ST","SEATTLE","98104",1351000,"Report",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8170100410","FA-SHENG TEMPLE OF THE AMER","#Error","SEATTLE",NA,1350000,"Report",14,15,2,7,3,2409430,"817010","0410",2009-09-08,0,20090924000428,NA,NA,NA," ","              ","       ","CHEN KUN-LIN                                      ","FA-SHENG TEMPLE OF THE AMERICAN-SEATTLE BUDDHIST A","N","N","N","N","18 31 52","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Partial Int - Love,Aff,Gft"
"8170100415","SEATTLE INDIAN HEALTH BOARD","611 12TH AVE S","SEATTLE","98104",14995600,"Report",18,15,2,7,3,2679654,"817010","0415",2014-07-17,0,20140717001055,NA,NA,NA," ","              ","       ","SEATTLE INDIAN SERVICES COMMISSION                ","SEATTLE INDIAN HEALTH BOARD                       ","N","N","N","N"," ","Land With Prev Used Bldg","Commercial","C/I Improved property, no condo or mobile home","Quit Claim Deed","Other"
